 	Code	Rarity	Sex	Class	ByUse	Race	Faction	Place	China	Global	Paradox	Alr_ModX	Alr_ModY
	LM16	☆5	1	7	4	26	2	1	Thu Jan 09 2020 00:00:00 GMT+0900 (日本標準時)	Wed Jul 29 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LM19	☆5	0	2	2	23	4	1	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	Wed Jul 29 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	YD05	☆5	1	4	6	12	6	2	Tue Feb 25 2020 00:00:00 GMT+0900 (日本標準時)	Wed Aug 26 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R138	☆5	1	1	1	26	23	14	Tue Mar 17 2020 00:00:00 GMT+0900 (日本標準時)	Thu Sep 10 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R158	☆5	0	3	4	7	22	13	Tue Mar 17 2020 00:00:00 GMT+0900 (日本標準時)	Thu Sep 10 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R148	☆5	1	6	2	6	17	10	Tue Apr 21 2020 00:00:00 GMT+0900 (日本標準時)	Thu Dec 10 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R126	☆5	1	1	4	22	26	17	Tue Apr 21 2020 00:00:00 GMT+0900 (日本標準時)	Thu Dec 10 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	R131	☆5	0	0	3	26	30	20	Fri May 01 2020 00:00:00 GMT+0900 (日本標準時)	Wed Dec 30 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RB05	☆5	1	2	1	17	14	8	Tue Jun 02 2020 00:00:00 GMT+0900 (日本標準時)	Wed Nov 11 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	R129	☆5	1	6	1	9	8	3	Tue Jun 02 2020 00:00:00 GMT+0900 (日本標準時)	Wed Nov 11 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	US11	☆5	1	4	0	5	0	0	Thu Jun 18 2020 00:00:00 GMT+0900 (日本標準時)	Tue Sep 29 2020 00:00:00 GMT+0900 (日本標準時)	0	1	0
	RB03	☆5	0	4	2	14	14	8	Thu Jun 18 2020 00:00:00 GMT+0900 (日本標準時)	Tue Sep 29 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RB04	☆5	0	1	8	14	14	8	Thu Jul 09 2020 00:00:00 GMT+0900 (日本標準時)	Wed Oct 28 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R133	☆5	1	5	0	21	30	0	Thu Jul 09 2020 00:00:00 GMT+0900 (日本標準時)	Wed Oct 28 2020 00:00:00 GMT+0900 (日本標準時)	0	0	1
	R147	☆5	1	4	1	11	22	13	Tue Jul 28 2020 00:00:00 GMT+0900 (日本標準時)	Thu Nov 26 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	SR26	☆5	0	0	1	6	18	10	Tue Jul 28 2020 00:00:00 GMT+0900 (日本標準時)	Thu Nov 26 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R162	☆5	1	6	3	31	22	13	Tue Jul 28 2020 00:00:00 GMT+0900 (日本標準時)	Thu Feb 04 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	II04	☆5	1	3	2	8	28	20	Tue Aug 11 2020 00:00:00 GMT+0900 (日本標準時)	Wed Jan 20 2021 00:00:00 GMT+0900 (日本標準時)	0	1	0
	SG05	☆5	1	4	0	1	22	13	Tue Aug 25 2020 00:00:00 GMT+0900 (日本標準時)	Thu Feb 25 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	SG06	☆5	1	1	2	26	22	13	Tue Aug 25 2020 00:00:00 GMT+0900 (日本標準時)	Thu Feb 25 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	VC08	☆5	1	4	1	21	12	7	Thu Sep 24 2020 00:00:00 GMT+0900 (日本標準時)	Thu Mar 25 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RB07	☆5	1	3	0	14	14	8	Thu Sep 24 2020 00:00:00 GMT+0900 (日本標準時)	Thu Mar 25 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	SR28	☆5	0	3	1	28	18	10	Thu Oct 15 2020 00:00:00 GMT+0900 (日本標準時)	Thu Apr 08 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	KZ07	☆5	1	1	6	13	15	9	Thu Oct 15 2020 00:00:00 GMT+0900 (日本標準時)	Thu Apr 08 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R163	☆5	1	5	1	8	29	20	Sun Nov 01 2020 00:00:00 GMT+0900 (日本標準時)	Fri Apr 30 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB06	☆5	1	7	0	26	19	12	Thu Dec 17 2020 00:00:00 GMT+0900 (日本標準時)	Tue Jun 22 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	CB08	☆5	1	7	2	2	19	12	Thu Dec 17 2020 00:00:00 GMT+0900 (日本標準時)	Tue Jun 22 2021 00:00:00 GMT+0900 (日本標準時)	0	0	1
	VC12	☆5	1	4	3	21	12	7	Tue Jan 05 2021 00:00:00 GMT+0900 (日本標準時)	Tue Jul 06 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	SG08	☆5	1	5	0	22	22	13	Tue Jan 19 2021 00:00:00 GMT+0900 (日本標準時)	Tue Jul 13 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RF01	☆5	1	4	2	15	30	7	Fri Feb 05 2021 00:00:00 GMT+0900 (日本標準時)	Fri Jul 30 2021 00:00:00 GMT+0900 (日本標準時)	0	1	0
	YD11	☆5	0	7	3	26	6	2	Fri Feb 05 2021 00:00:00 GMT+0900 (日本標準時)	Fri Jul 30 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RS03	☆5	1	7	2	100	39	100	Tue Mar 09 2021 00:00:00 GMT+0900 (日本標準時)	Wed Aug 18 2021 00:00:00 GMT+0900 (日本標準時)	0	0	1
	RS02	☆5	0	2	6	100	39	100	Tue Mar 09 2021 00:00:00 GMT+0900 (日本標準時)	Wed Aug 18 2021 00:00:00 GMT+0900 (日本標準時)	0	1	0
	RS04	☆5	0	1	1	100	39	100	Tue Mar 09 2021 00:00:00 GMT+0900 (日本標準時)	Wed Aug 18 2021 00:00:00 GMT+0900 (日本標準時)	0	1	0
	VC11	☆5	1	3	3	7	12	7	Thu Apr 15 2021 00:00:00 GMT+0900 (日本標準時)	Thu Sep 30 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R164	☆5	1	2	0	13	30	13	Thu Apr 15 2021 00:00:00 GMT+0900 (日本標準時)	Thu Sep 30 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	HK04	☆5	1	1	3	8	8	3	Sat May 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Oct 21 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	HK05	☆5	1	7	1	8	8	3	Tue Jun 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Dec 09 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	VC14	☆5	1	7	5	11	12	7	Tue Jun 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Dec 09 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	BV13	☆5	1	1	7	26	25	16	Tue Aug 03 2021 00:00:00 GMT+0900 (日本標準時)	Fri Jan 14 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	BV12	☆5	0	1	9	23	25	16	Tue Aug 03 2021 00:00:00 GMT+0900 (日本標準時)	Fri Jan 14 2022 00:00:00 GMT+0900 (日本標準時)	1	0	0
	YD03	☆5	1	5	3	26	6	2	Fri Sep 17 2021 00:00:00 GMT+0900 (日本標準時)	Thu Mar 17 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	KZ12	☆5	1	2	5	18	16	9	Fri Oct 15 2021 00:00:00 GMT+0900 (日本標準時)	Thu Apr 14 2022 00:00:00 GMT+0900 (日本標準時)	0	1	0
	CB12	☆5	0	4	4	32	19	12	Mon Nov 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Apr 28 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RB06	☆5	1	5	3	18	14	8	Mon Nov 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Apr 28 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	KZ14	☆5	1	0	0	13	16	9	Mon Nov 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Apr 28 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	JC09	☆5	1	2	3	5	11	6	Tue Dec 21 2021 00:00:00 GMT+0900 (日本標準時)	Thu Jun 30 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	JC00	☆5	1	4	5	99	11	6	Tue Dec 21 2021 00:00:00 GMT+0900 (日本標準時)	Thu Jun 30 2022 00:00:00 GMT+0900 (日本標準時)	1	0	1
	VC07	☆5	0	2	1	32	12	7	Wed Jan 05 2022 00:00:00 GMT+0900 (日本標準時)	Thu Jul 14 2022 00:00:00 GMT+0900 (日本標準時)	1	0	0
	YD09	☆5	1	6	1	101	6	101	Mon Jan 10 2022 00:00:00 GMT+0900 (日本標準時)	Thu Jul 14 2022 00:00:00 GMT+0900 (日本標準時)	0	1	0
	RB12	☆5	1	0	2	17	14	8	Tue Jan 25 2022 00:00:00 GMT+0900 (日本標準時)	Fri Jul 29 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RF02	☆5	1	3	0	14	30	8	Tue Jan 25 2022 00:00:00 GMT+0900 (日本標準時)	Fri Jul 29 2022 00:00:00 GMT+0900 (日本標準時)	0	1	0
	R121	☆5	1	6	1	21	30	7	Tue Feb 15 2022 00:00:00 GMT+0900 (日本標準時)	Thu Aug 18 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LT10	☆5	0	7	6	16	9	4	Tue Mar 15 2022 00:00:00 GMT+0900 (日本標準時)	Fri Sep 16 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	HK09	☆5	1	7	5	21	8	3	Tue Mar 15 2022 00:00:00 GMT+0900 (日本標準時)	Fri Sep 16 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	VC18	☆5	1	4	5	21	12	7	Thu Apr 14 2022 00:00:00 GMT+0900 (日本標準時)	Wed Oct 19 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	VC19	☆5	1	6	4	21	12	7	Thu Apr 14 2022 00:00:00 GMT+0900 (日本標準時)	Wed Oct 19 2022 00:00:00 GMT+0900 (日本標準時)	1	0	0
	CB19	☆5	0	6	5	23	19	12	Sun May 01 2022 00:00:00 GMT+0900 (日本標準時)	Thu Nov 03 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	MN07	☆5	1	3	3	26	26	17	Thu May 19 2022 00:00:00 GMT+0900 (日本標準時)	Thu Dec 08 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LN06	☆5	0	2	1	9	10	5	Thu Jun 09 2022 00:00:00 GMT+0900 (日本標準時)	Tue Dec 27 2022 00:00:00 GMT+0900 (日本標準時)	1	0	0
	RF03	☆5	1	5	4	15	30	7	Thu Jun 09 2022 00:00:00 GMT+0900 (日本標準時)	Tue Dec 27 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RL08	☆5	1	4	6	26	21	12	Tue Jul 05 2022 00:00:00 GMT+0900 (日本標準時)	Tue Mar 14 2023 00:00:00 GMT+0900 (日本標準時)	1	0	1
	RF23	☆5	0	3	5	23	30	16	Tue Jul 05 2022 00:00:00 GMT+0900 (日本標準時)	Tue Mar 14 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R143	☆5	1	0	4	26	30	16	Thu Aug 11 2022 00:00:00 GMT+0900 (日本標準時)	Fri Jan 13 2023 00:00:00 GMT+0900 (日本標準時)	1	0	0
	SG09	☆5	0	4	5	19	22	22	Thu Aug 11 2022 00:00:00 GMT+0900 (日本標準時)	Fri Jan 13 2023 00:00:00 GMT+0900 (日本標準時)	1	0	1
	KZ10	☆5	1	6	0	13	15	9	Thu Sep 08 2022 00:00:00 GMT+0900 (日本標準時)	Fri Mar 31 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	II10	☆5	1	1	7	8	29	20	Tue Sep 27 2022 00:00:00 GMT+0900 (日本標準時)	Tue May 23 2023 00:00:00 GMT+0900 (日本標準時)	0	1	0
	R175	☆5	1	5	5	15	30	12	Tue Oct 11 2022 00:00:00 GMT+0900 (日本標準時)	Thu Apr 27 2023 00:00:00 GMT+0900 (日本標準時)	1	0	0
	GG04	☆5	1	1	2	21	13	7	Tue Oct 11 2022 00:00:00 GMT+0900 (日本標準時)	Thu Apr 27 2023 00:00:00 GMT+0900 (日本標準時)	1	0	1
	SR37	☆5	1	3	2	28	17	10	Tue Nov 01 2022 00:00:00 GMT+0900 (日本標準時)	Tue May 23 2023 00:00:00 GMT+0900 (日本標準時)	1	0	1
	SI03	☆5	0	4	0	6	23	14	Tue Nov 01 2022 00:00:00 GMT+0900 (日本標準時)	Tue May 23 2023 00:00:00 GMT+0900 (日本標準時)	1	0	1
	DB03	☆5	1	4	3	21	40	7	Thu Dec 15 2022 00:00:00 GMT+0900 (日本標準時)	Thu Jul 13 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	VC21	☆5	0	0	4	7	12	7	Thu Dec 15 2022 00:00:00 GMT+0900 (日本標準時)	Thu Jul 13 2023 00:00:00 GMT+0900 (日本標準時)	0	0	0
	RB09	☆5	1	2	5	26	14	8	Tue Jan 17 2023 00:00:00 GMT+0900 (日本標準時)	Fri Jul 28 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	YD15	☆5	1	3	4	34	6	2	Tue Jan 17 2023 00:00:00 GMT+0900 (日本標準時)	Fri Jul 28 2023 00:00:00 GMT+0900 (日本標準時)	0	0	1
	YD17	☆5	1	1	10	22	6	2	Tue Feb 14 2023 00:00:00 GMT+0900 (日本標準時)	Tue Aug 22 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	MH03	☆5	0	1	3	10	34	3	Tue Mar 07 2023 00:00:00 GMT+0900 (日本標準時)	Thu Sep 07 2023 00:00:00 GMT+0900 (日本標準時)	0	1	0
	RB11	☆5	1	2	3	18	14	8	Thu Apr 06 2023 00:00:00 GMT+0900 (日本標準時)	Tue Oct 24 2023 00:00:00 GMT+0900 (日本標準時)	0	1	0
	GG02	☆5	1	1	5	21	13	7	Thu Apr 06 2023 00:00:00 GMT+0900 (日本標準時)	Tue Oct 24 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB22	☆5	1	3	6	32	19	12	Mon May 01 2023 00:00:00 GMT+0900 (日本標準時)	Tue Nov 07 2023 00:00:00 GMT+0900 (日本標準時)	1	0	1
	LT12	☆5	1	7	7	16	9	4	Thu Jun 08 2023 00:00:00 GMT+0900 (日本標準時)	Thu Dec 21 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LT13	☆5	0	3	0	16	9	4	Thu Jun 08 2023 00:00:00 GMT+0900 (日本標準時)	Thu Dec 21 2023 00:00:00 GMT+0900 (日本標準時)	0	1	0
	SI02	☆5	1	4	2	21	23	14	Thu Jul 06 2023 00:00:00 GMT+0900 (日本標準時)	Tue Feb 27 2024 00:00:00 GMT+0900 (日本標準時)	1	0	1
	SI06	☆5	1	6	6	15	23	14	Thu Jul 13 2023 00:00:00 GMT+0900 (日本標準時)	Tue Mar 05 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	SS04	☆5	1	0	1	26	24	15	Tue Aug 01 2023 00:00:00 GMT+0900 (日本標準時)	Tue Jan 16 2024 00:00:00 GMT+0900 (日本標準時)	1	1	0
	SS03	☆5	0	1	6	26	24	15	Tue Aug 01 2023 00:00:00 GMT+0900 (日本標準時)	Tue Jan 16 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	BS05	☆5	1	7	4	23	20	12	Tue Sep 05 2023 00:00:00 GMT+0900 (日本標準時)	Tue Mar 19 2024 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB28	☆5	1	3	7	9	19	12	Tue Sep 05 2023 00:00:00 GMT+0900 (日本標準時)	Tue Mar 19 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	VC23	☆5	1	5	4	21	12	7	Sun Oct 08 2023 00:00:00 GMT+0900 (日本標準時)	Tue Apr 16 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	VC24	☆5	1	4	3	21	12	7	Sun Oct 08 2023 00:00:00 GMT+0900 (日本標準時)	Tue Apr 16 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	LN21	☆5	0	4	7	11	10	5	Wed Nov 01 2023 00:00:00 GMT+0900 (日本標準時)	Tue Apr 30 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	LN13	☆5	0	2	2	28	10	5	Wed Nov 01 2023 00:00:00 GMT+0900 (日本標準時)	Tue Apr 30 2024 00:00:00 GMT+0900 (日本標準時)	0	0	1
	USS5	☆5	1	1	8	5	1	0	Tue Dec 05 2023 00:00:00 GMT+0900 (日本標準時)	Fri Jun 21 2024 00:00:00 GMT+0900 (日本標準時)	0	0	1
	VC27	☆5	0	5	3	21	12	7	Tue Dec 05 2023 00:00:00 GMT+0900 (日本標準時)	Fri Jun 21 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	RB14	☆5	1	4	7	14	14	8	Tue Jan 09 2024 00:00:00 GMT+0900 (日本標準時)	Tue Jul 09 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	YD13	☆5	0	0	3	22	6	2	Thu Feb 01 2024 00:00:00 GMT+0900 (日本標準時)	Wed Jul 31 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	YD14	☆5	1	6	0	26	6	2	Thu Feb 01 2024 00:00:00 GMT+0900 (日本標準時)	Wed Jul 31 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	SG12	☆5	1	0	1	26	22	13	Thu Feb 01 2024 00:00:00 GMT+0900 (日本標準時)	Wed Aug 07 2024 00:00:00 GMT+0900 (日本標準時)	0	0	1
	RS06	☆5	0	1	6	100	39	100	Thu Mar 07 2024 00:00:00 GMT+0900 (日本標準時)	Thu Sep 05 2024 00:00:00 GMT+0900 (日本標準時)	0	0	1
	RS07	☆5	1	7	5	100	39	100	Thu Mar 07 2024 00:00:00 GMT+0900 (日本標準時)	Thu Sep 05 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	RS08	☆5	1	1	0	100	39	100	Thu Mar 07 2024 00:00:00 GMT+0900 (日本標準時)	Thu Sep 05 2024 00:00:00 GMT+0900 (日本標準時)	0	0	1
	SR39	☆5	1	4	4	28	17	10	Thu Apr 11 2024 00:00:00 GMT+0900 (日本標準時)	Thu Oct 10 2024 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R167	☆5	0	1	11	15	30	11	Thu Apr 11 2024 00:00:00 GMT+0900 (日本標準時)	Thu Oct 10 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	RF04	☆5	1	0	0	13	30	9	Wed May 01 2024 00:00:00 GMT+0900 (日本標準時)	Thu Oct 31 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	AE03	☆5	1	2	6	8	27	19	Wed Jun 05 2024 00:00:00 GMT+0900 (日本標準時)	Tue Dec 03 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	AE05	☆5	1	6	2	8	27	19	Wed Jun 05 2024 00:00:00 GMT+0900 (日本標準時)	Tue Dec 03 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	R184	☆5	0	0	2	15	30	11	Tue Jul 09 2024 00:00:00 GMT+0900 (日本標準時)	Fri Feb 07 2025 00:00:00 GMT+0900 (日本標準時)	0	0	1
	CB30	☆5	0	7	8	99	19	99	Tue Jul 16 2024 00:00:00 GMT+0900 (日本標準時)	Fri Feb 14 2025 00:00:00 GMT+0900 (日本標準時)	0	0	0
	SG23	☆5	0	6	3	26	22	13	Thu Aug 01 2024 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2025 00:00:00 GMT+0900 (日本標準時)	0	1	0
	SG19	☆5	1	5	5	21	22	13	Thu Aug 01 2024 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2025 00:00:00 GMT+0900 (日本標準時)	0	0	0
	DD01	☆5	0	1	5	104	30	104	Mon Sep 02 2024 00:00:00 GMT+0900 (日本標準時)	Mon Mar 10 2025 00:00:00 GMT+0900 (日本標準時)	0	0	1
	DD03	☆5	0	0	4	104	30	104	Mon Sep 02 2024 00:00:00 GMT+0900 (日本標準時)	Mon Mar 10 2025 00:00:00 GMT+0900 (日本標準時)	0	1	0
	DD04	☆5	0	2	2	104	30	104	Mon Sep 02 2024 00:00:00 GMT+0900 (日本標準時)	Mon Mar 10 2025 00:00:00 GMT+0900 (日本標準時)	0	0	1
	VC20	☆5	1	6	5	21	12	7	Wed Oct 09 2024 00:00:00 GMT+0900 (日本標準時)		0	0	0
	CB32	☆5	0	6	6	23	19	12	Wed Oct 09 2024 00:00:00 GMT+0900 (日本標準時)		0	0	0
	SR41	☆5	0	7	3	28	17	10	Fri Nov 01 2024 00:00:00 GMT+0900 (日本標準時)		0	0	0
	SG10	☆5	1	2	7	15	22	13	Fri Nov 01 2024 00:00:00 GMT+0900 (日本標準時)		0	0	0
	BV23	☆5	1	4	8	19	25	16	Thu Dec 05 2024 00:00:00 GMT+0900 (日本標準時)		0	0	0
	II11	☆5	1	5	2	32	29	20	Thu Dec 05 2024 00:00:00 GMT+0900 (日本標準時)		0	0	0
	YD18	☆5	1	6	1	21	6	2	Wed Jan 22 2025 00:00:00 GMT+0900 (日本標準時)		0	0	0
	BS07	☆5	1	0	4	18	20	12	Wed Jan 22 2025 00:00:00 GMT+0900 (日本標準時)		0	0	0
	VC29	☆5	0	5	1	6	12	7	Fri Feb 14 2025 00:00:00 GMT+0900 (日本標準時)		0	0	0
	SG27	☆5	1	7	2	32	22	13	Fri Mar 07 2025 00:00:00 GMT+0900 (日本標準時)		0	0	0
	DB04	☆5	1	3	8	23	40	7	Fri Mar 07 2025 00:00:00 GMT+0900 (日本標準時)		0	0	0
	JC04	☆4	0	0	1	4	11	6	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	1	0
	SW02	☆4	1	0	1	18	37	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R105	☆4	1	0	0	15	19	11	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R104	☆4	1	5	0	6	30	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	IU07	☆4	1	5	0	1	30	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	1
	MN03	☆4	1	5	2	6	30	17	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	VC02	☆4	1	4	0	21	12	7	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	SI01	☆4	1	4	2	9	23	14	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	KZ04	☆4	1	7	0	18	15	9	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	RB02	☆4	1	7	4	14	2	8	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LM11	☆4	1	7	6	18	2	1	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	LM10	☆4	1	3	4	2	8	3	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	ST02	☆4	1	3	0	13	15	9	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	BS03	☆4	1	3	0	21	20	7	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	AA04	☆4	1	6	3	99	27	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	LN01	☆4	1	6	0	11	10	5	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R100	☆4	1	1	6	23	30	16	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	1
	IU04	☆4	1	1	0	1	22	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	US10	☆4	1	1	2	5	0	0	Thu May 30 2019 00:00:00 GMT+0900 (日本標準時)	Wed Feb 05 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	VC04	☆4	1	1	4	21	12	7	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	R123	☆4	1	1	8	6	30	12	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	HK01	☆4	1	1	5	10	8	3	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	1
	IU05	☆4	1	2	0	24	19	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	USS3	☆4	1	2	2	5	1	0	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	JC03	☆4	0	2	0	22	11	6	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R119	☆4	0	4	2	23	25	16	Tue Jul 09 2019 00:00:00 GMT+0900 (日本標準時)	Wed Feb 26 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R107	☆4	1	5	0	6	30	10	Tue Aug 27 2019 00:00:00 GMT+0900 (日本標準時)	Wed Apr 29 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R108	☆4	1	0	3	19	30	99	Tue Sep 10 2019 00:00:00 GMT+0900 (日本標準時)	Wed Apr 15 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R124	☆4	1	2	1	6	30	12	Tue Oct 01 2019 00:00:00 GMT+0900 (日本標準時)	Wed May 20 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	R122	☆4	1	3	0	6	17	99	Tue Oct 15 2019 00:00:00 GMT+0900 (日本標準時)	Wed Mar 25 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
