Code	Rank	Material1	Count	Material2	Count	Material3	Count
CB05	15	13	12	30094	4	30074	9
CB05	16	13	15	30125	6	30054	5
CB05	20	3000	4	30135	2		
CB05	21	3000	4	3002	60	30115	3
CB05	22	3000	4	3001	20	30125	4
LT08	0	25	5	30042	7	30022	5
LT08	1	27	4	30115	4	30014	8
LT08	2	11	5				
LT08	3	11	5	30051	6	30011	4
LT08	4	12	8	30062	3		
LT08	5	12	8	30012	5	30062	3
LT08	6	12	8	30083	6		
LT08	7	13	8	30093	4	30013	5
LT08	8	13	8	30064	3	30043	4
LT08	9	13	12	30104	4	30084	7
LT08	10	13	15	30115	6	30074	7
LT08	11	13	8	30074	4	30053	8
LT08	12	13	12	31034	4	31014	8
LT08	13	13	15	30135	6	30104	5
LT08	14	13	8	30084	4	30063	4
LT08	15	13	12	30014	4	30094	9
LT08	16	13	15	30145	6	30104	4
LT08	17	3000	4	30145	2		
LT08	18	3000	4	3002	60	30125	3
LT08	19	3000	4	3001	20	30135	4
LT08	20	3000	4	30125	2		
LT08	21	3000	4	3002	60	30115	3
LT08	22	3000	4	3001	20	30135	4
NM02	0	28	5	30062	6	30042	3
NM02	1	30	4	30145	4	30084	6
NM02	2	11	5				
NM02	3	11	5	30061	4	30031	4
NM02	4	12	8	30012	7		
NM02	5	12	8	30022	4	30052	4
NM02	6	12	8	30093	5		
NM02	7	13	8	30103	3	31023	5
NM02	8	13	8	30014	4	30093	7
NM02	9	13	12	30054	4	31014	9
NM02	10	13	15	30145	6	30074	4
NM02	11	13	8	31014	4	30013	11
NM02	12	13	12	30064	3	31034	5
NM02	13	13	15	30125	6	30044	4
NM02	14	13	8	31024	4	30103	5
NM02	15	13	12	30074	4	30054	8
NM02	16	13	15	30145	6	30084	6
NM02	17	3000	4	30135	2		
NM02	18	3000	4	3002	60	30125	3
NM02	19	3000	4	3001	20	30145	4
NM02	20	3000	4	30115	2		
NM02	21	3000	4	3002	60	30145	3
NM02	22	3000	4	3001	20	30125	4
NM02	26	3000	1				
NM02	27	3000	1				
NM02	28	3000	1				
HK13	0	37	5	30052	6	30032	5
HK13	1	39	4	30125	4	31024	6
HK13	2	11	5				
HK13	3	11	5	30011	6	30061	4
HK13	4	12	8	30022	5		
HK13	5	12	8	30032	4	30042	4
HK13	6	12	8	30103	4		
HK13	7	13	8	31033	4	31013	4
HK13	8	13	8	31034	4	31013	3
HK13	9	13	12	31014	4	30014	10
HK13	10	13	15	30125	6	31024	5
HK13	11	13	8	30104	4	30083	5
HK13	12	13	12	30044	4	31024	7
HK13	13	13	15	30115	6	31014	7
HK13	14	13	8	30094	4	30073	7
HK13	15	13	12	31024	4	30104	8
HK13	16	13	15	30135	6	30014	7
HK13	17	3000	4	30145	2		
HK13	18	3000	4	3002	60	30115	3
HK13	19	3000	4	3001	20	30125	4
HK13	20	3000	4	30115	2		
HK13	21	3000	4	3002	60	30125	3
HK13	22	3000	4	3001	20	30135	4
RS01	0	25	5	30012	11	30042	5
RS01	1	27	4	30135	4	31014	6
RS01	2	11	5				
RS01	3	11	5	30021	5	30051	4
RS01	4	12	8	30032	5		
RS01	5	12	8	30042	4	30022	3
RS01	6	12	8	31033	6		
RS01	7	13	8	30013	5	30063	4
RS01	8	13	8	30044	4	31023	4
RS01	9	13	12	30084	4	30064	5
RS01	10	13	15	30135	6	30094	6
RS01	11	13	8	30054	4	31013	4
RS01	12	13	12	30094	4	30074	9
RS01	13	13	15	30145	6	30064	4
RS01	14	13	8	30064	3	30043	4
RS01	15	13	12	30104	4	30084	7
RS01	16	13	15	30125	6	30054	5
RS01	17	3000	4	30145	2		
RS01	18	3000	4	3002	60	30115	3
RS01	19	3000	4	3001	20	30155	4
RS01	20	3000	4	30115	2		
RS01	21	3000	4	3002	60	30135	3
RS01	22	3000	4	3001	20	30145	4
SG07	0	28	5	30042	8	30012	5
SG07	1	30	4	30125	4	30044	5
SG07	2	11	5				
SG07	3	11	5	30031	6	30041	4
SG07	4	12	8	30042	4		
SG07	5	12	8	30052	4	30012	5
SG07	6	12	8	30013	8		
SG07	7	13	8	31013	4	30043	4
SG07	8	13	8	30074	4	30053	8
SG07	9	13	12	31034	4	31014	8
SG07	10	13	15	30115	6	30104	6
SG07	11	13	8	30084	4	30063	4
SG07	12	13	12	30014	4	30094	9
SG07	13	13	15	30135	6	31034	5
SG07	14	13	8	31034	4	31013	3
SG07	15	13	12	31014	4	30014	10
SG07	16	13	15	30145	6	31024	4
SG07	17	3000	4	30125	2		
SG07	18	3000	4	3002	60	30115	3
SG07	19	3000	4	3001	20	30135	4
SG07	20	3000	4	30145	2		
SG07	21	3000	4	3002	60	30115	3
SG07	22	3000	4	3001	20	30125	4
CR01	0	40	5	30032	8	30062	3
CR01	1	42	4	30115	4	30094	5
CR01	2	11	5				
CR01	3	11	5	30041	5	30021	4
CR01	4	12	8	30052	4		
CR01	5	12	8	30062	3	30032	3
CR01	6	12	8	31013	5		
CR01	7	13	8	31023	4	30083	5
CR01	8	13	8	30104	4	30083	5
CR01	9	13	12	30044	4	31024	7
CR01	10	13	15	30115	6	31014	7
CR01	11	13	8	30094	4	30073	7
CR01	12	13	12	31024	4	30104	8
CR01	13	13	15	30125	6	31034	4
CR01	14	13	8	30014	4	30093	7
CR01	15	13	12	30054	4	31014	9
CR01	16	13	15	30115	6	31024	6
CR01	17	3000	4	30115	2		
CR01	18	3000	4	3002	60	30135	3
CR01	19	3000	4	3001	20	30125	4
B003	0	31	5	30022	8	30052	5
B003	1	33	4	30145	4	30064	4
B003	2	11	5				
B003	3	11	5	30061	4	30031	4
B003	4	12	8	30012	7		
B003	5	12	8	30022	4	30052	4
B003	6	12	8	30043	6		
B003	7	13	8	30053	3	30073	6
B003	8	13	8	30054	4	31013	4
B003	9	13	12	30094	4	30074	9
B003	10	13	15	30115	6	30044	5
B003	11	13	8	30064	3	30043	4
B003	12	13	12	30104	4	30084	7
B003	13	13	15	30135	6	30054	5
B003	14	13	8	30074	4	30053	8
B003	15	13	12	31034	4	31014	8
B003	16	13	15	30145	6	30094	4
B003	17	3000	4	30135	2		
B003	18	3000	4	3002	60	30145	3
B003	19	3000	4	3001	20	30115	4
B003	20	3000	4	30145	2		
B003	21	3000	4	3002	60	30115	3
B003	22	3000	4	3001	20	30125	4
B003	26	3000	1				
B003	27	3000	1				
B003	28	3000	1				
AA05	0	43	5	30052	7	30022	4
AA05	1	45	4	30145	4	31014	6
AA05	2	11	5				
AA05	3	11	5	30051	6	30011	4
AA05	4	12	8	30062	3		
AA05	5	12	8	30012	5	30062	3
AA05	6	12	8	31023	6		
AA05	7	13	8	30043	3	30093	5
AA05	8	13	8	31014	4	30013	11
AA05	9	13	12	30064	3	30044	6
AA05	10	13	15	30135	6	31014	6
AA05	11	13	8	31024	4	30103	5
AA05	12	13	12	30074	4	30054	8
AA05	13	13	15	30145	6	30014	4
AA05	14	13	8	30044	4	31023	4
AA05	15	13	12	30084	4	30054	5
AA05	16	13	15	30125	6	30064	4
AA05	17	3000	4	30125	2		
AA05	18	3000	4	3002	60	30135	3
AA05	19	3000	4	3001	20	30145	4
AA05	20	3000	4	30135	2		
AA05	21	3000	4	3002	60	30125	3
AA05	22	3000	4	3001	20	30155	4
LN04	0	28	5	30062	5	30032	5
LN04	1	30	4	30135	4	30104	7
LN04	2	11	5				
LN04	3	11	5	30011	6	30061	4
LN04	4	12	8	30022	5		
LN04	5	12	8	30032	4	30042	4
LN04	6	12	8	30053	6		
LN04	7	13	8	30063	3	31013	4
LN04	8	13	8	30084	4	30063	4
LN04	9	13	12	30014	4	30094	9
LN04	10	13	15	30125	6	30084	5
LN04	11	13	8	31034	4	31013	3
LN04	12	13	12	31014	4	30014	10
LN04	13	13	15	30115	6	30074	7
LN04	14	13	8	30104	4	30083	5
LN04	15	13	12	30044	4	31024	7
LN04	16	13	15	30135	6	30104	5
LN04	17	3000	4	30125	2		
LN04	18	3000	4	3002	60	30115	3
LN04	19	3000	4	3001	20	30135	4
LN04	20	3000	4	30145	2		
LN04	21	3000	4	3002	60	30125	3
LN04	22	3000	4	3001	20	30135	4
MN04	0	22	5	30012	12	30062	3
MN04	1	24	4	30145	4	30074	6
MN04	2	11	5				
MN04	3	11	5	30021	5	30051	4
MN04	4	12	8	30032	5		
MN04	5	12	8	30042	4	30022	3
MN04	6	12	8	30063	4		
MN04	7	13	8	30073	5	30053	4
MN04	8	13	8	30094	4	30073	7
MN04	9	13	12	31024	4	30104	8
MN04	10	13	15	30145	6	30044	4
MN04	11	13	8	30014	4	30093	7
MN04	12	13	12	30054	4	31014	9
MN04	13	13	15	30125	6	31024	5
MN04	14	13	8	31014	4	30013	11
MN04	15	13	12	30064	3	30044	6
MN04	16	13	15	30115	6	31014	7
MN04	17	3000	4	30125	2		
MN04	18	3000	4	3002	60	30145	3
MN04	19	3000	4	3001	20	30115	4
MN04	20	3000	4	30145	2		
MN04	21	3000	4	3002	60	30125	3
MN04	22	3000	4	3001	20	30135	4
R112	0	25	5	30032	8	30022	6
R112	1	27	4	30125	4	31024	6
R112	2	11	5				
R112	3	11	5	30041	5	30021	4
R112	4	12	8	30052	4		
R112	5	12	8	30062	3	30032	3
R112	6	12	8	30083	6		
R112	7	13	8	30093	4	30013	5
R112	8	13	8	30064	3	30043	4
R112	9	13	12	30104	4	30074	8
R112	10	13	15	30115	6	30084	6
R112	11	13	8	30074	4	30053	8
R112	12	13	12	31034	4	31014	8
R112	13	13	15	30135	6	30094	6
R112	14	13	8	30084	4	30063	4
R112	15	13	12	30014	4	30094	9
R112	16	13	15	30145	6	30064	4
R112	17	3000	4	30125	2		
R112	18	3000	4	3002	60	30155	3
R112	19	3000	4	3001	20	30145	4
HK07	0	43	5	30022	10	30012	6
HK07	1	45	4	30115	4	31034	6
HK07	2	11	5				
HK07	3	11	5	30031	6	30041	4
HK07	4	12	8	30042	4		
HK07	5	12	8	30052	4	30012	5
HK07	6	12	8	30073	7		
HK07	7	13	8	30083	3	30103	4
HK07	8	13	8	31024	4	30103	5
HK07	9	13	12	30074	4	30054	8
HK07	10	13	15	30135	6	30014	7
HK07	11	13	8	30044	4	31023	4
HK07	12	13	12	30084	4	30064	5
HK07	13	13	15	30145	6	30074	4
HK07	14	13	8	30054	4	31013	4
HK07	15	13	12	30094	4	30074	9
HK07	16	13	15	30125	6	30044	4
HK07	17	3000	4	30135	2		
HK07	18	3000	4	3002	60	30115	3
HK07	19	3000	4	3001	20	30125	4
HK07	20	3000	4	30135	2		
HK07	21	3000	4	3002	60	30145	3
HK07	22	3000	4	3001	20	30115	4
VC10	0	37	5	30042	7	30032	4
VC10	1	39	4	30145	4	31044	6
VC10	2	11	5				
VC10	3	11	5	30051	6	30011	4
VC10	4	12	8	30062	3		
VC10	5	12	8	30012	5	30062	3
VC10	6	12	8	30073	7		
VC10	7	13	8	30083	3	31043	5
VC10	8	13	8	30014	4	30093	7
VC10	9	13	12	30104	4	30084	7
VC10	10	13	15	30145	6	31044	4
VC10	11	13	8	31014	4	30013	11
VC10	12	13	12	31034	4	31054	8
VC10	13	13	15	30115	6	31014	6
VC10	14	13	8	31024	4	30103	5
VC10	15	13	12	31054	4	30064	6
VC10	16	13	15	30125	6	31034	4
VC10	17	3000	4	30145	2		
VC10	18	3000	4	3002	60	30125	3
VC10	19	3000	4	3001	20	30135	4
VC10	20	3000	4	30135	2		
VC10	21	3000	4	3002	60	30155	3
VC10	22	3000	4	3001	20	30145	4
KZ13	0	25	5	30052	7	30042	4
KZ13	1	27	4	30135	4	31054	7
KZ13	2	11	5				
KZ13	3	11	5	30061	4	30031	4
KZ13	4	12	8	30012	7		
KZ13	5	12	8	30022	4	30052	4
KZ13	6	12	8	30083	6		
KZ13	7	13	8	30093	4	30013	5
KZ13	8	13	8	31034	4	31013	3
KZ13	9	13	12	30074	4	30054	8
KZ13	10	13	15	30125	6	30084	5
KZ13	11	13	8	31054	4	30063	5
KZ13	12	13	12	30084	4	31044	8
KZ13	13	13	15	30115	6	30074	7
KZ13	14	13	8	31044	4	31023	7
KZ13	15	13	12	30094	4	30074	9
KZ13	16	13	15	30135	6	30104	5
KZ13	17	3000	4	30135	2		
KZ13	18	3000	4	3002	60	30125	3
KZ13	19	3000	4	3001	20	30145	4
KZ13	20	3000	4	30145	2		
KZ13	21	3000	4	3002	60	30135	3
KZ13	22	3000	4	3001	20	30115	4
KZ01	0	22	5	30062	5	30052	4
KZ01	1	24	4	30115	4	31014	8
KZ01	2	11	5				
KZ01	3	11	5	30011	6	30061	4
KZ01	4	12	8	30022	5		
KZ01	5	12	8	30032	4	30042	4
KZ01	6	12	8	30093	5		
KZ01	7	13	8	30103	3	31023	5
KZ01	8	13	8	30044	4	31043	3
KZ01	9	13	12	31044	4	31014	9
KZ01	10	13	15	30115	6	31024	6
KZ01	11	13	8	30054	4	31013	4
KZ01	12	13	12	30014	4	30094	9
KZ01	13	13	15	30135	6	31014	6
KZ01	14	13	8	30064	3	30043	4
KZ01	15	13	12	31014	4	30014	10
KZ01	16	13	15	30145	6	30014	4
KZ01	17	3000	4	30115	2		
KZ01	18	3000	4	3002	60	30145	3
KZ01	19	3000	4	3001	20	30125	4
KZ01	20	3000	4	30125	2		
KZ01	21	3000	4	3002	60	30145	3
KZ01	22	3000	4	3001	20	30115	4
KZ11	0	37	5	30012	12	30032	5
KZ11	1	39	4	30125	4	30014	9
KZ11	2	11	5				
KZ11	3	11	5	30021	5	30051	4
KZ11	4	12	8	30032	5		
KZ11	5	12	8	30042	4	30022	3
KZ11	6	12	8	30103	4		
KZ11	7	13	8	31033	4	31013	4
KZ11	8	13	8	30074	4	30053	8
KZ11	9	13	12	31024	4	30104	8
KZ11	10	13	15	30125	6	30064	4
KZ11	11	13	8	30084	4	31053	5
KZ11	12	13	12	30044	4	31024	7
KZ11	13	13	15	30115	6	30044	5
KZ11	14	13	8	30094	4	30073	7
KZ11	15	13	12	30054	4	31054	8
KZ11	16	13	15	30135	6	30054	5
KZ11	17	3000	4	30135	2		
KZ11	18	3000	4	3002	60	30145	3
KZ11	19	3000	4	3001	20	30115	4
KZ11	20	3000	4	30145	2		
KZ11	21	3000	4	3002	60	30135	3
KZ11	22	3000	4	3001	20	30115	4
JC02	0	40	5	30022	8	30042	5
JC02	1	42	4	30145	3	31024	7
JC02	2	11	5				
JC02	3	11	5	30031	6	30041	4
JC02	4	12	8	30042	4		
JC02	5	12	8	30052	4	30012	5
JC02	6	12	8	31033	6		
JC02	7	13	8	31043	3	30103	4
JC02	8	13	8	30104	3	30083	9
JC02	9	13	12	30064	3	30044	6
JC02	10	13	15	30145	6	30094	4
JC02	11	13	8	31034	4	31013	3
JC02	12	13	12	30074	4	30054	8
JC02	13	13	15	30125	6	30084	5
JC02	14	13	8	31054	4	30063	5
JC02	15	13	12	30084	4	31044	8
JC02	16	13	15	30115	6	30074	7
JC02	17	3000	4	30135	2		
JC02	18	3000	4	3002	60	30115	3
JC02	19	3000	4	3001	20	30125	4
JC02	20	3000	4	30145	2		
JC02	21	3000	4	3002	60	30115	3
JC02	22	3000	4	3001	20	30135	4
NM03	0	40	5	30032	10	30052	3
NM03	1	42	4	30135	4	31034	5
NM03	2	11	5				
NM03	3	11	5	30051	6	30011	4
NM03	4	12	8	30062	3		
NM03	5	12	8	30012	5	30062	3
NM03	6	12	8	31053	5		
NM03	7	13	8	30013	5	30063	4
NM03	8	13	8	31024	4	30103	5
NM03	9	13	12	31054	4	30064	6
NM03	10	13	15	30115	6	31024	6
NM03	11	13	8	30044	4	31043	3
NM03	12	13	12	31044	4	31014	9
NM03	13	13	15	30145	6	30014	4
NM03	14	13	8	30054	4	31013	4
NM03	15	13	12	30014	4	30094	9
NM03	16	13	15	30135	6	31014	6
NM03	20	3000	4	30145	2		
NM03	21	3000	4	3002	60	30135	3
NM03	22	3000	4	3001	20	30115	4
LM18	0	43	5	30042	8	30062	3
LM18	1	45	4	30115	4	30074	9
LM18	2	11	5				
LM18	3	11	5	30041	5	30021	4
LM18	4	12	8	30052	4		
LM18	5	12	8	30062	3	30032	3
LM18	6	12	8	31043	5		
LM18	7	13	8	31053	4	30093	3
LM18	8	13	8	31044	4	31023	7
LM18	9	13	12	30094	4	30074	9
LM18	10	13	15	30135	6	30104	5
LM18	11	13	8	30014	4	30093	7
LM18	12	13	12	30104	4	30084	7
LM18	13	13	15	30145	6	31044	4
LM18	14	13	8	31014	4	30013	11
LM18	15	13	12	31034	4	31014	8
LM18	16	13	15	30125	6	31054	5
LM18	17	3000	4	30135	2		
LM18	18	3000	4	3002	60	30115	3
LM18	19	3000	4	3001	20	30125	4
LM18	20	3000	4	30125	2		
LM18	21	3000	4	3002	60	30115	3
LM18	22	3000	4	3001	20	30135	4
VC09	0	28	5	30052	7	30012	7
VC09	1	30	4	30125	4	30084	5
VC09	2	11	5				
VC09	3	11	5	30061	4	30031	4
VC09	4	12	8	30012	7		
VC09	5	12	8	30022	4	30052	4
VC09	6	12	8	30013	8		
VC09	7	13	8	31013	4	30043	4
VC09	8	13	8	30064	3	30043	4
VC09	9	13	12	31014	4	30014	10
VC09	10	13	15	30125	6	30064	4
VC09	11	13	8	30074	4	30053	8
VC09	12	13	12	31024	4	30104	8
VC09	13	13	15	30115	6	30044	5
VC09	14	13	8	30084	4	31053	5
VC09	15	13	12	30044	4	31024	7
VC09	16	13	15	30135	6	30054	5
VC09	17	3000	4	30135	2		
VC09	18	3000	4	3002	60	30125	3
VC09	19	3000	4	3001	20	30145	4
LT11	0	25	5	30062	6	30022	4
LT11	1	27	4	30145	3	30094	6
LT11	2	11	5				
LT11	3	11	5	30011	6	30061	4
LT11	4	12	8	30022	5		
LT11	5	12	8	30032	4	30042	4
LT11	6	12	8	31013	5		
LT11	7	13	8	31023	4	30083	5
LT11	8	13	8	30094	4	30073	7
LT11	9	13	12	30054	4	31054	8
LT11	10	13	15	30145	6	30094	4
LT11	11	13	8	30104	3	30083	9
LT11	12	13	12	30064	3	30044	6
LT11	13	13	15	30125	6	30074	5
LT11	14	13	8	31034	4	31013	3
LT11	15	13	12	30074	4	30054	8
LT11	16	13	15	30115	6	30084	7
LT11	17	3000	4	30145	2		
LT11	18	3000	4	3002	60	30125	3
LT11	19	3000	4	3001	20	30135	4
LT11	20	3000	4	30125	2		
LT11	21	3000	4	3002	60	30145	3
LT11	22	3000	4	3001	20	30115	4
VC16	0	34	5	30012	12	30022	5
VC16	1	36	4	30135	4	30044	7
VC16	2	11	5				
VC16	3	11	5	30021	5	30051	4
VC16	4	12	8	30032	5		
VC16	5	12	8	30042	4	30022	3
VC16	6	12	8	31023	6		
VC16	7	13	8	30043	3	31053	5
VC16	8	13	8	31054	4	30063	5
VC16	9	13	12	30084	4	31044	8
VC16	10	13	15	30135	6	30104	5
VC16	11	13	8	31044	4	31023	7
VC16	12	13	12	30094	4	30074	9
VC16	13	13	15	30145	6	31014	4
VC16	14	13	8	30014	4	30093	7
VC16	15	13	12	30104	4	30084	7
VC16	16	13	15	30115	6	31054	6
VC16	17	3000	4	30135	2		
VC16	18	3000	4	3002	60	30145	3
VC16	19	3000	4	3001	20	30115	4
VC16	20	3000	4	30145	2		
VC16	21	3000	4	3002	60	30115	3
VC16	22	3000	4	3001	20	30135	4
II07	0	22	5	30032	8	30042	4
II07	1	24	4	30125	4	30104	7
II07	2	11	5				
II07	3	11	5	30041	5	30021	4
II07	4	12	8	30052	4		
II07	5	12	8	30062	3	30032	3
II07	6	12	8	30053	6		
II07	7	13	8	30063	3	31013	4
II07	8	13	8	30054	4	31013	4
II07	9	13	12	30014	4	30094	9
II07	10	13	15	30145	6	30044	4
II07	11	13	8	30064	3	30043	4
II07	12	13	12	31014	4	30014	10
II07	13	13	15	30125	6	30064	4
II07	14	13	8	30074	4	30053	8
II07	15	13	12	31024	4	30104	8
II07	16	13	15	30115	6	30044	5
II07	17	3000	4	30125	2		
II07	18	3000	4	3002	60	30155	3
II07	19	3000	4	3001	20	30145	4
II07	20	3000	4	30135	2		
II07	21	3000	4	3002	60	30115	3
II07	22	3000	4	3001	20	30125	4
CR02	0	43	5	30022	8	30032	5
CR02	1	45	4	30115	4	30054	6
CR02	2	11	5				
CR02	3	11	5	30031	6	30041	4
CR02	4	12	8	30042	4		
CR02	5	12	8	30052	4	30012	5
CR02	6	12	8	30043	6		
CR02	7	13	8	30053	3	30073	6
CR02	8	13	8	31014	4	30013	11
CR02	9	13	12	31034	4	31024	8
CR02	10	13	15	30125	6	31044	4
CR02	11	13	8	31024	4	30103	5
CR02	12	13	12	31054	4	30064	6
CR02	13	13	15	30115	6	31024	6
CR02	14	13	8	30044	4	31013	3
CR02	15	13	12	31044	4	31034	9
CR02	16	13	15	30135	6	31024	6
CR02	17	3000	4	30145	2		
CR02	18	3000	4	3002	60	30125	3
CR02	19	3000	4	3001	20	30135	4
CR02	20	3000	4	30115	2		
CR02	21	3000	4	3002	60	30125	3
CR02	22	3000	4	3001	20	30135	4
II09	0	31	5	30042	8	30052	3
II09	1	33	4	30145	4	30064	5
II09	2	11	5				
II09	3	11	5	30051	6	30011	4
II09	4	12	8	30062	3		
II09	5	12	8	30012	5	30062	3
II09	6	12	8	30063	4		
II09	7	13	8	30073	5	30053	4
II09	8	13	8	30084	4	31053	5
II09	9	13	12	30044	4	31024	7
II09	10	13	15	30135	6	30054	5
II09	11	13	8	30094	4	30073	7
II09	12	13	12	30054	4	31054	8
II09	13	13	15	30145	6	30094	4
II09	14	13	8	30104	3	30083	9
II09	15	13	12	30064	3	30044	6
II09	16	13	15	30125	6	30084	5
II09	17	3000	4	30115	2		
II09	18	3000	4	3002	60	30145	3
II09	19	3000	4	3001	20	30125	4
II09	20	3000	4	30145	2		
II09	21	3000	4	3002	60	30135	3
II09	22	3000	4	3001	20	30115	4
LN05	0	28	5	30052	7	30062	3
LN05	1	30	4	30135	4	31044	7
LN05	2	11	5				
LN05	3	11	5	30061	4	30031	4
LN05	4	12	8	30012	7		
LN05	5	12	8	30022	4	30052	4
LN05	6	12	8	30073	7		
LN05	7	13	8	30083	3	31043	5
LN05	8	13	8	31034	4	31013	3
LN05	9	13	12	30074	4	30054	8
LN05	10	13	15	30115	6	30074	7
LN05	11	13	8	31054	4	30063	5
LN05	12	13	12	30084	4	31044	8
LN05	13	13	15	30135	6	30104	5
LN05	14	13	8	31044	4	31023	7
LN05	15	13	12	30094	4	30074	9
LN05	16	13	15	30145	6	31044	4
LN05	17	3000	4	30145	2		
LN05	18	3000	4	3002	60	30135	3
LN05	19	3000	4	3001	20	30115	4
LN05	20	3000	4	30115	2		
LN05	21	3000	4	3002	60	30135	3
LN05	22	3000	4	3001	20	30145	4
LN05	23	3000	4	30115	2		
LN05	24	3000	4	3002	60	30145	3
LN05	25	3000	4	3001	20	30125	4
RL07	0	43	5	30061	5	30012	7
RL07	1	45	4	30115	4	31054	8
RL07	2	11	5				
RL07	3	11	5	30011	6	30061	4
RL07	4	12	8	30022	5		
RL07	5	12	8	30032	4	30042	4
RL07	6	12	8	30083	6		
RL07	7	13	8	30093	4	30013	5
RL07	8	13	8	30014	4	30093	7
RL07	9	13	12	30104	4	30084	7
RL07	10	13	15	30125	6	31054	5
RL07	11	13	8	31014	4	30013	11
RL07	12	13	12	31034	4	30104	8
RL07	13	13	15	30115	6	31024	6
RL07	14	13	8	31024	4	30103	5
RL07	15	13	12	31054	4	30064	6
RL07	16	13	15	30135	6	31014	6
RL07	20	3000	4	30145	2		
RL07	21	3000	4	3002	60	30125	3
RL07	22	3000	4	3001	20	30135	4
RF22	0	22	5	30012	12	30052	4
RF22	1	24	4	30125	4	31014	6
RF22	2	11	5				
RF22	3	11	5	30021	5	30051	4
RF22	4	12	8	30032	5		
RF22	5	12	8	30042	4	30022	3
RF22	6	12	8	30093	5		
RF22	7	13	8	30103	3	31023	5
RF22	8	13	8	30044	4	31043	3
RF22	9	13	12	31044	4	31014	9
RF22	10	13	15	30145	6	30014	4
RF22	11	13	8	30054	4	31013	4
RF22	12	13	12	30014	4	30094	9
RF22	13	13	15	30125	6	30064	4
RF22	14	13	8	30064	3	30043	4
RF22	15	13	12	31014	4	30014	10
RF22	16	13	15	30115	6	30044	5
RF22	17	3000	4	30145	2		
RF22	18	3000	4	3002	60	30135	3
RF22	19	3000	4	3001	20	30115	4
R145	0	25	5	30022	9	30062	3
R145	1	27	4	30145	3	30014	9
R145	2	11	5				
R145	3	11	5	30031	6	30041	4
R145	4	12	8	30042	4		
R145	5	12	8	30052	4	30012	5
R145	6	12	8	30103	4		
R145	7	13	8	31033	4	31013	4
R145	8	13	8	30074	4	30053	8
R145	9	13	12	31024	4	30104	8
R145	10	13	15	30135	6	30054	5
R145	11	13	8	30084	4	31053	5
R145	12	13	12	30044	4	31024	7
R145	13	13	15	30145	6	30094	4
R145	14	13	8	30094	4	30073	7
R145	15	13	12	30054	4	31054	8
R145	16	13	15	30125	6	30084	5
R145	17	3000	4	30115	2		
R145	18	3000	4	3002	60	30135	3
R145	19	3000	4	3001	20	30155	4
R145	20	3000	4	30125	2		
R145	21	3000	4	3002	60	30145	3
R145	22	3000	4	3001	20	30115	4
KZ08	0	22	5	30032	8	30012	8
KZ08	1	24	4	30135	4	31024	5
KZ08	2	11	5				
KZ08	3	11	5	30041	5	30021	4
KZ08	4	12	8	30052	4		
KZ08	5	12	8	30062	3	30032	3
KZ08	6	12	8	31033	6		
KZ08	7	13	8	31043	3	30103	4
KZ08	8	13	8	30104	3	30083	9
KZ08	9	13	12	30064	3	30044	6
KZ08	10	13	15	30115	6	30074	7
KZ08	11	13	8	31034	4	31013	3
KZ08	12	13	12	30074	4	30054	8
KZ08	13	13	15	30135	6	30104	5
KZ08	14	13	8	31054	4	30063	5
KZ08	15	13	12	30084	4	31044	8
KZ08	16	13	15	30145	6	31034	4
VC17	0	40	5	30042	7	30022	5
VC17	1	42	4	30115	4	31044	6
VC17	2	11	5				
VC17	3	11	5	30051	6	30011	4
VC17	4	12	8	30062	3		
VC17	5	12	8	30012	5	30062	3
VC17	6	12	8	31044	5		
VC17	7	13	8	31033	6	30023	4
VC17	8	13	8	30084	4	31013	5
VC17	9	13	12	31044	4	31054	9
VC17	10	13	15	30125	6	30014	6
VC17	11	13	8	31054	4	30093	6
VC17	12	13	12	31014	4	31024	9
VC17	13	13	15	30135	6	30074	7
VC17	14	13	8	31034	4	30023	4
VC17	15	13	12	30094	4	30014	10
VC17	16	13	15	30145	6	31054	4
VC17	17	3000	4	30145	2		
VC17	18	3000	4	3002	60	30115	3
VC17	19	3000	4	3001	20	30125	4
VC17	20	3000	4	30135	2		
VC17	21	3000	4	3002	60	30125	3
VC17	22	3000	4	3001	20	30155	4
PL07	0	43	5	30052	6	30032	5
PL07	1	45	4	30125	4	30044	7
PL07	2	11	5				
PL07	3	11	5	30061	4	30031	4
PL07	4	12	8	30012	7		
PL07	5	12	8	30022	4	30052	4
PL07	6	12	8	31033	6		
PL07	7	13	8	30093	5	31063	3
PL07	8	13	8	30064	3	31063	4
PL07	9	13	12	30074	4	31034	5
PL07	10	13	15	30155	6	30054	4
PL07	11	13	8	30074	4	30083	8
PL07	12	13	12	30014	4	30054	8
PL07	13	13	15	30115	6	31044	6
PL07	14	13	8	31064	4	30063	4
PL07	15	13	12	31034	4	31014	8
PL07	16	13	15	30125	6	30094	5
PL07	20	3000	4	30125	2		
PL07	21	3000	4	3002	60	30145	3
PL07	22	3000	4	3001	20	30115	4
SR35	0	34	5	30062	6	30042	3
SR35	1	36	4	30135	4	30074	8
SR35	2	11	5				
SR35	3	11	5	30011	6	30061	4
SR35	4	12	8	30022	5		
SR35	5	12	8	30032	4	30042	4
SR35	6	12	8	30093	5		
SR35	7	13	8	30083	5	30053	3
SR35	8	13	8	31024	4	30043	6
SR35	9	13	12	31064	4	31044	8
